query_id	source_query_id	query	split	answer
vimqa_train_001728	vimqa_train_001728	Vai diễn Edward G. Robinson của Michael Stuhlbarg là người xuất hiện trong 40 vở kịch Broadway phải không?	train	đúng
vimqa_train_001729	vimqa_train_001729	Nghệ sĩ Laurence Olivier đóng cùng với Jessica Tandy sinh ngày 22 tháng 5 năm 1907 phải không?	train	đúng
vimqa_train_001730	vimqa_train_001730	Triều đại nào kế tục nhà Chu trong lịch sử Trung Quốc	train	nhà Tần
vimqa_train_001731	vimqa_train_001731	Hai thành viên Maurice Gibb và Robin Gibb của ban nhạc Bee Gees là anh em sinh đôi phải không?	train	đúng
vimqa_train_001732	vimqa_train_001732	Cách mạng Tân Hợi diễn ra vào năm nào	train	1911
vimqa_train_001733	vimqa_train_001733	Nguyễn Thị Lộ là vợ của danh nhân nổi tiếng nào	train	Nguyễn Trãi.
vimqa_train_001734	vimqa_train_001734	Viện trường mà Roger D. Kornberg hiện là giáo sư có diện tích lớn thứ năm trên thế giới phải không?	train	không
vimqa_train_001735	vimqa_train_001735	Nha Trang đã từng thuộc về vương quốc nào ?	train	Chăm Pa
vimqa_train_001736	vimqa_train_001736	Anh em song sinh của tác giả loạt tác phẩm Naruto là tác giả của những truyện nào ?	train	666 Satan và Blazer Drive
vimqa_train_001737	vimqa_train_001737	Người đầu tiên đưa ra số phức là ai	train	Gerolamo Cardano
vimqa_train_001738	vimqa_train_001738	Đất nước của câu lạc bộ Hamburger SV có thủ đô Berlin phải không?	train	đúng
vimqa_train_001739	vimqa_train_001739	Đất nước của Zbigniew Boniek có dân số 38,5 triệu vào năm 2020 phải không?	train	đúng
vimqa_train_001740	vimqa_train_001740	Quê hương của Andriy Mykolayovych Shevchenko thuộc khu vực Đông Âu phải không?	train	đúng
vimqa_train_001741	vimqa_train_001741	Youtube thành lập năm nào	train	năm 2005
vimqa_train_001742	vimqa_train_001742	Phùng Quang Thanh từng làm những chức vụ gì	train	Tổng Tham mưu trưởng Quân đội Nhân dân Việt Nam " ( thay Trung tướng Lê Văn Dũng sang giữ chức Chủ nhiệm Tổng cục Chính trị ) " , Thứ trưởng Bộ Quốc phòng
vimqa_train_001743	vimqa_train_001743	Ai là người truyền giảng Phật giáo ở miền bắc Ấn Độ	train	Thích Ca Mâu Ni
vimqa_train_001744	vimqa_train_001744	Ban nhạc có album Tell Me I'm Pretty được thành lập vào năm nào?	train	2006
vimqa_train_001745	vimqa_train_001745	Jean-Pierre Sauvage cùng với Ben Feringa nhận được giải Nobel Hóa học 2016 sinh năm 1944 phải không?	train	đúng
vimqa_train_001746	vimqa_train_001746	Quốc gia của Michelle Akers có 300 Biệt khu thổ dân châu Mỹ phải không?	train	không
vimqa_train_001747	vimqa_train_001747	Tạp chí xếp Carlos Santana vào vị trí thứ 15 trong danh sách 100 tay guitar vĩ đại nhất vào năm 2003 xuất bản định kì mấy tuần một lần?	train	hai
vimqa_train_001748	vimqa_train_001748	Thành phố nơi thành lập Lady A nằm trên sông Cumberland phải không?	train	đúng
vimqa_train_001749	vimqa_train_001749	Trụ sở của Leicester City Football Club mở cửa vào năm 2000 phải không?	train	không
vimqa_train_001750	vimqa_train_001750	Nhóm nhạc nào của Jeff Lynne tan rã sau khi Orbison qua đời?	train	Traveling Wilburys
vimqa_train_001751	vimqa_train_001751	Nơi bắt đầu của ba anh em Kevin, Joe và Nick Jonas là một tiểu bang ở vùng Trung Đại Tây Dương và Đông Bắc của Hoa Kỳ phải không?	train	đúng
vimqa_train_001752	vimqa_train_001752	Chức vụ Georges Pompidou giữ từ năm 1969 là nguyên thủ đất nước của nước Cộng hoà Pháp phải không?	train	đúng
vimqa_train_001753	vimqa_train_001753	Nơi sinh của Christina Aguilera có dân số 6.000.190 người vào năm 2020 phải không?	train	không
vimqa_train_001754	vimqa_train_001754	Hãng thu âm phát hành ca khúc I Knew You Were Trouble có trụ sở đặt tại Luân Đôn phải không?	train	không
vimqa_train_001755	vimqa_train_001755	Đội bóng Ruud Krol chơi trong hầu hết sự nghiệp có trụ sở ở Amsterdam phải không?	train	đúng
vimqa_train_001756	vimqa_train_001756	Đội bóng của Nathan Dyer thành lập năm 1912 phải không?	train	đúng
vimqa_train_001757	vimqa_train_001757	Album có ca khúc mở đầu "I Saw Her Standing There" là của nhóm nhạc nào?	train	The Beatles
vimqa_train_001758	vimqa_train_001758	Nhà khoa học Pakistan nào được trao Giải Nobel Vật lý cùng Sheldon Lee Glashow?	train	Abdus Salam
vimqa_train_001759	vimqa_train_001759	Georginio Wijnaldum nhỏ tuổi hơn Elbridge Gerry phải không?	train	đúng
vimqa_train_001760	vimqa_train_001760	Album có phiên bản tiếng Hàn của bài hát "Mr. Taxi" được phát hành ngày 19 tháng 10 năm 2011 phải không?	train	đúng
vimqa_train_001761	vimqa_train_001761	Vắc-xin bại liệt được chia làm mấy loại	train	hai
vimqa_train_001762	vimqa_train_001762	Đội bóng thứ hai mà Rudolphus Antonius "Roy" Makaay gia nhập năm 1999 thuộc quốc gia Mỹ phải không?	train	không
vimqa_train_001763	vimqa_train_001763	Ba Lan tham gia Liên minh châu Âu năm nào	train	2004
vimqa_train_001764	vimqa_train_001764	Quê hương của Johann Heinrich Lambert gồm 26 bang bang phải không?	train	đúng
vimqa_train_001765	vimqa_train_001765	Quê hương của sân vận động De Kuip có thủ đô Amsterdam phải không?	train	đúng
vimqa_train_001766	vimqa_train_001766	Giải Quả cầu vàng của Bradley Cooper là của Hiệp hội báo chí nước ngoài ở Hollywood trao hàng năm phải không?	train	đúng
vimqa_train_001767	vimqa_train_001767	Giải thưởng mà Henri Moissan là người đầu tiên nhận được trao hàng năm bởi ai?	train	Viện hàn lâm khoa học Thụy Điển
vimqa_train_001768	vimqa_train_001768	Cuộc chiến mà Ulysses S. Grant dẫn dắt quân đội Liên bang miền Bắc giành được thắng lợi bắt đầu từ năm nào?	train	1861
vimqa_train_001769	vimqa_train_001769	Giải bóng đá mà VfB Stuttgart đang chơi có 56 câu lạc bộ đã góp mặt kể từ khi thành lập phải không?	train	đúng
vimqa_train_001770	vimqa_train_001770	Ngôn ngữ chính thức ở Singapore là gì	train	tiếng Anh
vimqa_train_001771	vimqa_train_001771	Quốc gia của Juan Mata có thủ đô Madrid phải không?	train	đúng
vimqa_train_001772	vimqa_train_001772	lý quang diệu làm thủ tướng singapore trong khoảng thời gian nào	train	từ năm 1959 đến năm 1990
vimqa_train_001773	vimqa_train_001773	Diễn viên hợp tác thành công nhất với Scorsese đã đạt được giải Oscar cho những hạng mục vai chính và vai phụ phải không?	train	đúng
vimqa_train_001774	vimqa_train_001774	Người cùng nhận giải Nobel Kinh tế năm 1993 với Douglass North là giáo sư ở Viện Hoa Kỳ phải không?	train	đúng
vimqa_train_001775	vimqa_train_001775	Ca khúc Burnin' Up trong album A Little Bit Longer đã ra đĩa đơn là bài hit đạt vị trí #5 trên Billboard Hot 100 Hoa Kỳ phải không?	train	đúng
vimqa_train_001776	vimqa_train_001776	Ai được suy tôn ông tổ nghề đúc súng thần công ở Việt Nam	train	Hồ Nguyên Trừng
vimqa_train_001777	vimqa_train_001777	Quê hương của Kailash Satyarthi tiếp giáp với biển Đông ở phía Tây – Nam phải không?	train	không
vimqa_train_001778	vimqa_train_001778	Michael Essien lớn tuổi hơn George Best phải không?	train	không
vimqa_train_001779	vimqa_train_001779	Đội bóng mà Antonio Valencia tới vào tháng 6 năm 2009 có biệt danh "Quỷ Đỏ" phải không?	train	đúng
vimqa_train_001780	vimqa_train_001780	Hãng ký hợp đồng với Kelly Clarkson và phát hành đĩa đơn đầu tay cho anh có tên gốc là The Victor Talking Machine Company phải không?	train	đúng
vimqa_train_001781	vimqa_train_001781	Đại học có Daniel Nathans làm chủ tịch có các cơ sở ở Maryland, Washington, D.C., Italia, Trung Quốc, và Singapore phải không?	train	đúng
vimqa_train_001782	vimqa_train_001782	Tác phẩm nổi tiếng The Sound of Music của Christopher Plummer do Ernest Lehman viết kịch bản phải không?	train	đúng
vimqa_train_001783	vimqa_train_001783	Giải thưởng Juan Manuel Santos nhận được năm 2016 là giải thưởng nên được trao cho người đã có đóng góp to lớn trong việc đẩy mạnh tình đoàn kết giữa các đất nước, trong việc giải trừ hoặc hạn chế các lực lượng vũ trang và trong việc tổ chức hay xúc tiến các hội nghị hòa bình phải không?	train	đúng
vimqa_train_001784	vimqa_train_001784	Bộ phim nào của Alfred Enoch được phát sóng mở màn năm 2014?	train	How to Get Away with Murder
vimqa_train_001785	vimqa_train_001785	Lễ Phật Đản là ngày mấy	train	ngày mồng 8 tháng 4 âm lịch
vimqa_train_001786	vimqa_train_001786	Công ty của chương trình "Party of Five" được sở hữu bởi Tổ chức SM Entertainment phải không?	train	không
vimqa_train_001787	vimqa_train_001787	Isaac Hayes bằng tuổi John Cale phải không?	train	đúng
vimqa_train_001788	vimqa_train_001788	Giải bóng đá có S.L. Benfica là một trong những thành viên thành lập có tên tiếng Anh là gì?	train	Premier League
vimqa_train_001789	vimqa_train_001789	Bảo Đại là hoàng đế của triều đại nào	train	triều đại nhà Nguyễn
vimqa_train_001790	vimqa_train_001790	Giải thưởng William Giauque được trao năm 1949 có tên tiếng Thụy Điển là Nobelpriset i kemi phải không?	train	đúng
vimqa_train_001791	vimqa_train_001791	Quê hương của Brian Laudrup nằm ở Bắc Âu phải không?	train	đúng
vimqa_train_001792	vimqa_train_001792	Nghệ sĩ đóng vai Lara Croft trong bộ phim Lara Croft: Tomb Raider đã nhận được một giải Oscar phải không?	train	đúng
vimqa_train_001793	vimqa_train_001793	Đội bóng Alex Ferguson đã giúp trở thành 1 trong 2 câu lạc bộ bóng đá vĩ đại nhất lịch sử nước Anh có biệt danh Bầy Sói phải không?	train	không
vimqa_train_001794	vimqa_train_001794	Câu lạc bộ mà Phil Jones chơi vị trí trung vệ đã chuyển đến sân Old Trafford vào năm 1910 phải không?	train	đúng
vimqa_train_001795	vimqa_train_001795	Giải thưởng Robert S. Mulliken giành năm 1966 có tên tiếng Thụy Điển là Nobelpriset i kemi phải không?	train	đúng
vimqa_train_001796	vimqa_train_001796	Park Jin young là ai	train	Là một ca sĩ , nhạc sĩ , vũ công kiêm nhà sản xuất âm nhạc tài năng hàng đầu của Hàn Quốc
vimqa_train_001797	vimqa_train_001797	Bộ phim J. Edgar có Armie Hammer đóng là một bộ phim tiểu sử Mỹ năm 2011 phải không?	train	đúng
vimqa_train_001798	vimqa_train_001798	Nguyễn Trọng Chí là tên thật của nhà thơ nào	train	Hàn Mặc Tử hay Hàn Mạc Tử
vimqa_train_001799	vimqa_train_001799	Đội bóng nào Kenny Dalglish từng thi đấu có trụ sở tại thành phố Liverpool, hạt Merseyside?	train	Liverpool F.C.
vimqa_train_001800	vimqa_train_001800	Ai là người thành lập ra nước Cộng hoà dân chủ nhân dân Triều Tiên	train	Kim Il-sung
vimqa_train_001801	vimqa_train_001801	Nhóm nhạc có John Frusciante là thành viên thành lập tại Birmingham phải không?	train	không
vimqa_train_001802	vimqa_train_001802	Chức vụ Jacques Chirac được bầu làm vào năm 1995 có tên tiếng Pháp là gì?	train	Président de la République française
vimqa_train_001803	vimqa_train_001803	Quốc gia của Rui Costa khi được sáp nhập vào Đế quốc La Mã thì thành tỉnh Lusitania phải không?	train	đúng
vimqa_train_001804	vimqa_train_001804	Nhóm nhạc có album The E.N.D. đến từ thành phố nào?	train	Los Angeles
vimqa_train_001805	vimqa_train_001805	Thang điểm hôn mê Glasgow dùng để làm gì	train	là một phương pháp đánh giá tình trạng ý thức của người bệnh một cách lượng hoá
vimqa_train_001806	vimqa_train_001806	Quốc gia có James Madison là tổng thống thứ 4 thuộc châu Mỹ phải không?	train	đúng
vimqa_train_001807	vimqa_train_001807	Quê của Mỹ Tâm ở đâu	train	Điện Thọ , huyện Điện Bàn , tỉnh Quảng Nam
vimqa_train_001808	vimqa_train_001808	Giải bóng đá Florent Malouda có 4 chức vô địch liên tiếp cùng Lyon được tài trợ bởi Uber Eats phải không?	train	đúng
vimqa_train_001809	vimqa_train_001809	Quốc gia của Zbigniew Boniek có dân số 38,5 triệu vào năm 2020 phải không?	train	đúng
vimqa_train_001810	vimqa_train_001810	Ba chữ gì được khắc trên Tháp Bút ở Hồ Gươm	train	"Tả Thanh Thiên"
vimqa_train_001811	vimqa_train_001811	Giải thưởng Baruj Benacerraf đoạt được năm 1980 là một trong chín Giải Nobel phải không?	train	không
vimqa_train_001812	vimqa_train_001812	Album có ca khúc You'll See phát hành ngày ngày 3 tháng 11 năm 1995 phải không?	train	đúng
vimqa_train_001813	vimqa_train_001813	Cuộc cách mạng đỉnh điểm của những bất ổn của xã hội Pháp cuối thế kỷ 18 diễn ra từ năm nào đến năm nào?	train	năm 1789 đến năm 1799
vimqa_train_001814	vimqa_train_001814	Tập đoàn mà Jack Kilby làm việc khi chế tạo mạch tích hợp đầu tiên có trụ sở chính tại Nashville, Tinnessee phải không?	train	không
vimqa_train_001815	vimqa_train_001815	Địa chỉ chính thức của tháp Eiffel là gì	train	số 5 đại lộ Anatole France , Quận 7 , Paris
vimqa_train_001816	vimqa_train_001816	Tập đoàn đã sản xuất series Samurai Sentai Shinkenger chuyên sản xuất thể loại anime, tokusatsu và jidaigeki phải không?	train	đúng
vimqa_train_001817	vimqa_train_001817	George Washington sinh ngày mấy	train	ngày 11 tháng 1 năm 1731
vimqa_train_001818	vimqa_train_001818	Quốc gia của nhà khoa học Tomas Lindahl giáp Na Uy ở phía Tây phải không?	train	đúng
vimqa_train_001819	vimqa_train_001819	Quốc gia có Celtic F.C. là câu lạc bộ đầu tiên vô địch Châu Âu có tên tiếng Anh là United Kingdom of Great Britain and Northern Ireland phải không?	train	đúng
vimqa_train_001820	vimqa_train_001820	Duy Khánh là ai	train	là nam ca sĩ người Việt
vimqa_train_001821	vimqa_train_001821	Quê hương của đội tuyển mà Harry Kane ra mắt tại vòng loại Euro 2016 đã trở thành một quốc gia thống nhất vào thế kỷ X phải không?	train	đúng
vimqa_train_001822	vimqa_train_001822	Giải bóng đá mà Javier Saviola có 70 bàn thắng trong 8 mùa giải được điều hành bởi Liga de Fútbol Profesional phải không?	train	đúng
vimqa_train_001823	vimqa_train_001823	Dân số châu Á là bao nhiêu	train	4 tỉ người
vimqa_train_001824	vimqa_train_001824	Ai được xem là thủy tổ của người Việt	train	Thần Nông
vimqa_train_001825	vimqa_train_001825	Ca sĩ có chuyến lưu diễn Speak Now World Tour sinh năm 1989 phải không?	train	đúng
vimqa_train_001826	vimqa_train_001826	Giải đấu mà Udinese Calcio hiện đang chơi dấu theo thể thức vòng tròn bao lâu rồi?	train	hơn 90 năm
vimqa_train_001827	vimqa_train_001827	Thành phố nơi Michelle Akers sinh ra được thành lập năm 1777 phải không?	train	đúng
vimqa_train_001828	vimqa_train_001828	Nữ tiến sĩ Nguyễn Thị Duệ quê ở đâu	train	làng Kiệt Đặc, huyện Chí Linh, Hải Dương ngày nay.
vimqa_train_001829	vimqa_train_001829	Người mà Nicolas Sarkozy kế nhiệm được bầu làm Tổng thống Pháp vào năm 1990 và 2012 phải không?	train	không
vimqa_train_001830	vimqa_train_001830	Người Chăm hiện nay cư ngụ ở đâu	train	Campuchia , Việt Nam , Malaysia , Thái Lan và Hoa Kỳ
vimqa_train_001831	vimqa_train_001831	Diễn viên đóng vai Lara Croft trong bộ phim Lara Croft: Tomb Raider đã nhận được một giải Oscar phải không?	train	đúng
vimqa_train_001832	vimqa_train_001832	Giải thưởng mà Barry Barish được trao năm 2017 được trao cho người có những đóng góp nổi trội trong lĩnh vực vật lý phải không?	train	đúng
vimqa_train_001833	vimqa_train_001833	Giải bóng đá mà Villarreal CF đang chơi thường được biết đến với tên gọi Primera División ở Đức phải không?	train	không
vimqa_train_001834	vimqa_train_001834	Tạp chí xếp The Police ở vị trí 70 trong danh sách 100 nghệ sĩ vĩ đại nhất mọi thời đại là tạp chí chuyên về lĩnh vực âm nhạc, chính trị và văn hóa đại chúng phải không?	train	đúng
vimqa_train_001835	vimqa_train_001835	Đội bóng Manchester United của Louis Saha có biệt danh "Quỷ Đỏ" phải không?	train	đúng
vimqa_train_001836	vimqa_train_001836	Thủ đô của Canada là thành phố nào	train	Ottawa
vimqa_train_001837	vimqa_train_001837	Zlatan Ibrahimović là ai	train	là một cầu thủ bóng đá người Thuỵ Điển
vimqa_train_001838	vimqa_train_001838	Đất nước của Tomas Lindahl giáp với nước Na Uy ở phía Tây phải không?	train	đúng
vimqa_train_001839	vimqa_train_001839	Giải thưởng Emil Theodor Kocher đã đoạt năm 1909 có tên tiếng Thụy Điển là Nobelpriset i fysiologi eller medicin phải không?	train	đúng
vimqa_train_001840	vimqa_train_001840	Quốc vương đặt viên đá nền tảng cho thành phố New Delhi là con trai thứ mấy của Albert Edward?	train	hai
vimqa_train_001841	vimqa_train_001841	Karl-Heinz Rummenigge nhỏ tuổi hơn Jim Carrey phải không?	train	không
vimqa_train_001842	vimqa_train_001842	Ca sĩ bài hát California Gurls có tên thật là gì?	train	Katheryn Elizabeth Hudson
vimqa_train_001843	vimqa_train_001843	Người đóng 10 bộ phim cùng Fred Astaire sinh năm nào?	train	1911
vimqa_train_001844	vimqa_train_001844	Trường mà George Minot được bổ nhiệm làm giáo sư phụ tá y khoa nằm ở bang Maryland phải không?	train	đúng
vimqa_train_001845	vimqa_train_001845	Diễn viên William Fichtner của phim Hot Summer Nights đóng vai Cảnh sát trưởng Tom Underlay trong phim Invasion phải không?	train	đúng
vimqa_train_001846	vimqa_train_001846	Quốc gia của Jaap Stam có phần thuộc Châu Âu gồm 34 tỉnh phải không?	train	không
vimqa_train_001847	vimqa_train_001847	Giải thưởng mà Spencer Tracy giành 2 giải có lễ trao giải lần thứ nhất được tổ chức vào năm 1010 phải không?	train	không
vimqa_train_001848	vimqa_train_001848	Ban nhạc của ca khúc "Lady Madonna" khởi đầu từ thể loại skiffle, beat và rock and roll những năm 1950 phải không?	train	đúng
vimqa_train_001849	vimqa_train_001849	Con sông có thành phố Khai Phong toạ lạc ở bờ nam đổ ra đâu?	train	Bột Hải
vimqa_train_001850	vimqa_train_001850	Giải thưởng John Schrieffer được trao cho lý thuyết BCS được trao hàng năm phải không?	train	đúng
vimqa_train_001851	vimqa_train_001851	Quốc gia của nghệ sĩ có album Solar Power nằm tại khu vực phía tây nam của đại dương Thái Bình Dương phải không?	train	đúng
vimqa_train_001852	vimqa_train_001852	Nhóm nhạc có Jeff Beck là một trong số 3 tay guitar nổi tiếng nhất từng chơi đã có nhiều hit trong thập niên nào?	train	60
vimqa_train_001853	vimqa_train_001853	Hiệp định đối tác xuyên Thái Bình Dương viết tắt là gì	train	TPP
vimqa_train_001854	vimqa_train_001854	Giải đấu Ligue 1 mà Fabien Barthez từng có một số danh hiệu được điều hành bởi Ligue de Football Professionnel phải không?	train	đúng
vimqa_train_001855	vimqa_train_001855	Quốc gia của Kitasato Shibasaburo toạ lạc trên biển Bắc Băng Dương phải không?	train	không
vimqa_train_001856	vimqa_train_001856	Con sông có thành phố Khai Phong toạ lạc ở bờ nam đổ ra Bột Hải phải không?	train	đúng
vimqa_train_001857	vimqa_train_001857	Người diễn cặp với Ginger Rogers trong những tác phẩm khiêu vũ là một vũ công sân khấu kịch Broadway phải không?	train	đúng
vimqa_train_001858	vimqa_train_001858	Quê hương của Michelle Akers có 326 Biệt khu thổ dân châu Mỹ phải không?	train	đúng
vimqa_train_001859	vimqa_train_001859	Quốc gia của Joan Baez bao gồm 9 đặc khu liên bang phải không?	train	không
vimqa_train_001860	vimqa_train_001860	Album có một bản phối khác của ca khúc Get Back năm 1970 được phát hành bởi Apple Records phải không?	train	đúng
vimqa_train_001861	vimqa_train_001861	Thanh Thánh Tổ là hoàng đế thứ mấy của nhà Thanh	train	thứ tư
vimqa_train_001862	vimqa_train_001862	Vịnh thông với sông Neva nằm cạnh những thành phố lớn nào?	train	Sankt-Peterburg, Helsinki, Tallinn
vimqa_train_001863	vimqa_train_001863	Đất nước có nhóm nhạc Girls' Generation nằm ở nửa phía Nam trên bán đảo Đài Loan phải không?	train	không
vimqa_train_001864	vimqa_train_001864	Nhà phát triển game sở hữu Rockstar North có trụ sở ở New York phải không?	train	đúng
vimqa_train_001865	vimqa_train_001865	Bộ phim có vai diễn nổi tiếng nhất của Tada Aoi do Watanabe Shinichirō đạo diễn phải không?	train	đúng
vimqa_train_001866	vimqa_train_001866	Gout thường xuất hiện ở vị trí nào đầu tiên trên cơ thể	train	các khớp xương.
vimqa_train_001867	vimqa_train_001867	Vai diễn của Harris trong phim Harry Potter xuất hiện lần đầu tiên ở trong Harry Potter và hòn đá phù thuỷ phải không?	train	đúng
vimqa_train_001868	vimqa_train_001868	Đội tuyển mà Andrew Robertson làm đội trưởng do tổ chức Hiệp hội bóng đá Scotland quản lý phải không?	train	đúng
vimqa_train_001869	vimqa_train_001869	Đất nước của Rui Costa giáp với Tây Ban Nha ở phía phía Đông và phía Bắc phải không?	train	đúng
vimqa_train_001870	vimqa_train_001870	Câu lạc bộ mà Kluivert là trụ cột năm 19 tuổi đã vô địch Cúp C1 bao nhiêu lần?	train	4 lần
vimqa_train_001871	vimqa_train_001871	Quốc gia Millard Fillmore là tổng thống thứ 13 thuộc châu châu Mỹ phải không?	train	đúng
vimqa_train_001872	vimqa_train_001872	Bộ anime mà Tada Aoi có vai diễn nổi tiếng nhất Edward Wong Hau Pepelu Tivrusky IV do Watanabe Shinichirō làm đạo diễn phải không?	train	đúng
vimqa_train_001873	vimqa_train_001873	Harold Kroto nhận Giải Nobel Hoá học năm 1996 chung với Richard Smalley là nhà hóa học người Anh phải không?	train	đúng
vimqa_train_001874	vimqa_train_001874	Dân số của Iran 2017 là bao nhiêu	train	trên 79,92 triệu người
vimqa_train_001875	vimqa_train_001875	Thành phố nơi thành lập The Monkees là thành phố lớn thứ nhất tiểu bang California phải không?	train	đúng
vimqa_train_001876	vimqa_train_001876	Chủ tịch Hội đồng nhân dân tỉnh Gia Lai hiện tại là người nào	train	Dương Văn Trang
vimqa_train_001877	vimqa_train_001877	Tây Nguyên từng được gọi là gì	train	Cao nguyên Trung phần Việt Nam
vimqa_train_001878	vimqa_train_001878	Quê hương của Ernest Rutherford nằm tại khu vực phía tây nam của Thái Bình Dương phải không?	train	đúng
vimqa_train_001879	vimqa_train_001879	Quốc gia của Dino Zoff có diện tích là 301.338 km² phải không?	train	đúng
vimqa_train_001880	vimqa_train_001880	Tên khai sinh của Đặng Tiểu Bình là gì	train	Đặng Tiên Thánh
vimqa_train_001881	vimqa_train_001881	Người có biểu tượng là ZoSo sinh năm bao nhiêu?	train	1944
vimqa_train_001882	vimqa_train_001882	Đất nước có tiếng Tok Pisin là ngôn ngữ chính thức có thủ đô là Port Moresby phải không?	train	đúng
vimqa_train_001883	vimqa_train_001883	Quê hương của Dionne Warwick có 14 vùng lãnh thổ rải rác trong vùng biển Caribe và Thái Bình Dương phải không?	train	đúng
vimqa_train_001884	vimqa_train_001884	Duncan Haldane cùng David J. Thouless được trao giải Nobel Vật lý là nhà vật lý người Scotland-Slovenia phải không?	train	đúng
vimqa_train_001885	vimqa_train_001885	Phần trước của seri Taiyou Sentai Sun Vulcan được phát sóng vào năm 1980 phải không?	train	đúng
vimqa_train_001886	vimqa_train_001886	John Hasbrouck Van Vleck cùng với Nevill Francis Mott là chủ nhân của Giải Nobel Vật lý năm 1977 sinh năm 1899 phải không?	train	đúng
vimqa_train_001887	vimqa_train_001887	Người mà ban nhạc Bon Jovi lấy tên theo đã bán được 120 triệu album trên thế giới phải không?	train	đúng
vimqa_train_001888	vimqa_train_001888	Quốc gia mà James Madison làm tổng thống thứ 4 có 1 đặc khu liên bang phải không?	train	đúng
vimqa_train_001889	vimqa_train_001889	Nghệ sĩ có album Born This Way: The Remix sinh ra và lớn lên tại thành phố New York phải không?	train	đúng
vimqa_train_001890	vimqa_train_001890	Trong trận Bạch Đằng năm 938 Ngô Quyền đã đánh bại quân xâm lược nào	train	quân Nam Hán
vimqa_train_001891	vimqa_train_001891	Aretha Franklin nhỏ tuổi hơn Sylvester Stallone phải không?	train	không
vimqa_train_001892	vimqa_train_001892	Ca sĩ có chuyến lưu diễn "The Born This Way Ball Tour" sinh ra và lớn lên ở New York phải không?	train	đúng
vimqa_train_001893	vimqa_train_001893	Trường mà Akasaki Isamu có bằng tiến sĩ ngành điện tử năm 1964 còn được gọi Meidai phải không?	train	đúng
vimqa_train_001894	vimqa_train_001894	Thành viên nào của nhóm nhạc Fall Out Boy đang sở hữu hãng thu âm Decaydance Records?	train	Pete Wentz
vimqa_train_001895	vimqa_train_001895	Ban nhạc của album "Tell Me I'm Pretty" được thành lập năm nào?	train	2006
vimqa_train_001896	vimqa_train_001896	Bộ truyện có nhân vật Ron Weasley gồm bảy phần phải không?	train	đúng
vimqa_train_001897	vimqa_train_001897	Thành phố sáng lập The Black Keys nằm giữa thành phố Hà Nội về phía đông phải không?	train	không
vimqa_train_001898	vimqa_train_001898	Tỉnh lỵ giáp với thành phố Khai Phong về phía tây trước đây gọi Dự Châu hay Trung Châu phải không?	train	đúng
vimqa_train_001899	vimqa_train_001899	Barry Barish - người cùng Rainer Weiss được trao giải Nobel là giáo sư danh dự tại Học viện Công nghệ California phải không?	train	đúng
vimqa_train_001900	vimqa_train_001900	Nghệ sĩ của đĩa đơn "Slow Down Baby" là người nước Anh phải không?	train	không
vimqa_train_001901	vimqa_train_001901	Quốc gia của nhóm nhạc NCT Dream có lãnh thổ rộng 100.363 km² phải không?	train	đúng
vimqa_train_001902	vimqa_train_001902	Ngôn ngữ lập trình dùng để làm gì	train	lập trình máy tính , tạo ra các chương trình máy nhằm mục đích điều khiển máy tính hoặc mô tả các thuật toán để người khác đọc hiểu
vimqa_train_001903	vimqa_train_001903	Bài hát mà Ray Charles có bản tái phẩm do Katharine Lee Bates viết lời phải không?	train	đúng
vimqa_train_001904	vimqa_train_001904	Nghệ sĩ có ca khúc Bad Romance sinh ngày nào?	train	ngày 28 tháng 3 năm 1986
vimqa_train_001905	vimqa_train_001905	Đội bóng bóng đá mà Javier Zanetti gia nhập năm 1995 sở hữu 9 danh hiệu ở đấu trường quốc tế phải không?	train	đúng
vimqa_train_001906	vimqa_train_001906	Đại học mà William Standish Knowles từng làm giáo sư xếp thứ 73 theo xếp hạng của Times năm 2008 phải không?	train	đúng
vimqa_train_001907	vimqa_train_001907	Hai đảo lớn nhất tại quê nhà của cựu danh thủ Giacinto Facchetti là gì ?	train	Sicilia và Sardegna
vimqa_train_001908	vimqa_train_001908	Tác giả ca khúc "Mrs. Robinson" là người nước Mỹ phải không?	train	đúng
vimqa_train_001909	vimqa_train_001909	Danh sách Alessandro Nesta được bình chọn vào năm 2004 bao gồm bao nhiêu cầu thủ nam?	train	123
vimqa_train_001910	vimqa_train_001910	Đất nước có Mirai Sentai Timeranger giáp với bán đảo Triều Tiên ở phía nào?	train	phía tây
vimqa_train_001911	vimqa_train_001911	Bộ tiểu thuyết có nhân vật Draco Malfoy gồm bảy phần phải không?	train	đúng
vimqa_train_001912	vimqa_train_001912	Đất nước có chương trình Mirai Sentai Timeranger giáp với đảo Đài Loan qua biển Hoa Đông phải không?	train	đúng
vimqa_train_001913	vimqa_train_001913	Đội tuyển bóng đá có Michelle Akers là thành viên do ai quản lý?	train	Liên đoàn bóng đá Hoa Kỳ
vimqa_train_001914	vimqa_train_001914	tổng giám đốc của Theranos là ai	train	David Taylor
vimqa_train_001915	vimqa_train_001915	DMA Design tập trung phát triển các trò chơi dành cho hệ máy Android phải không?	train	không
vimqa_train_001916	vimqa_train_001916	Tập đoàn phân phối cho Big Machine Records có trụ sở hoạt động đặt tại Santa Monica, California phải không?	train	đúng
