query_id	doc_id	relevance
vimqa_train_002018	vimqa_ctx_a747c94cd505b76b	1
vimqa_train_002019	vimqa_ctx_f450f075d75bae9f	1
vimqa_train_002020	vimqa_ctx_7dde8c01787d2b37	1
vimqa_train_002021	vimqa_ctx_23cd0069db211127	1
vimqa_train_002022	vimqa_ctx_e84fda864d6e60ab	1
vimqa_train_002023	vimqa_ctx_386bbbdde84c701f	1
vimqa_train_002024	vimqa_ctx_b6c169fd43195274	1
vimqa_train_002025	vimqa_ctx_89953d6f6c3f4445	1
vimqa_train_002026	vimqa_ctx_fd9ebd45710a72cb	1
vimqa_train_002027	vimqa_ctx_c3d402dfc6a1f2b8	1
vimqa_train_002028	vimqa_ctx_05879053b5778c3c	1
vimqa_train_002029	vimqa_ctx_b3429de1b1151e2f	1
vimqa_train_002030	vimqa_ctx_8a0e446bb24392f2	1
vimqa_train_002031	vimqa_ctx_403d326c091be17f	1
vimqa_train_002032	vimqa_ctx_cf9190af5d9a7a4b	1
vimqa_train_002033	vimqa_ctx_9112d5923256b14c	1
vimqa_train_002034	vimqa_ctx_1f0ac8e19786f33e	1
vimqa_train_002035	vimqa_ctx_f04bd7534ce2f89e	1
vimqa_train_002036	vimqa_ctx_970cf678c3dfe14d	1
vimqa_train_002037	vimqa_ctx_3c4a44733d4bee11	1
vimqa_train_002038	vimqa_ctx_fea300b3c6eaefe1	1
vimqa_train_002039	vimqa_ctx_5b232410903e8456	1
vimqa_train_002040	vimqa_ctx_67c2d31b412f29f7	1
vimqa_train_002041	vimqa_ctx_082c128f542723b0	1
vimqa_train_002042	vimqa_ctx_d81db91a36498e4b	1
vimqa_train_002043	vimqa_ctx_4f2d5920ede5b8b9	1
vimqa_train_002044	vimqa_ctx_2478bd5ac2edf7b2	1
vimqa_train_002045	vimqa_ctx_87e00b60a7e017d7	1
vimqa_train_002046	vimqa_ctx_27c3189691d23e91	1
vimqa_train_002047	vimqa_ctx_e766a70162975620	1
vimqa_train_002048	vimqa_ctx_ac117d1fd31c5db1	1
vimqa_train_002049	vimqa_ctx_32c9dd2878202afe	1
vimqa_train_002050	vimqa_ctx_af8904e58652b495	1
vimqa_train_002051	vimqa_ctx_b6b0721aed925906	1
vimqa_train_002052	vimqa_ctx_fec64c83981c0873	1
vimqa_train_002053	vimqa_ctx_71149b5540785f8b	1
vimqa_train_002054	vimqa_ctx_916eddf4cc7faa77	1
vimqa_train_002055	vimqa_ctx_c13ee61259a68698	1
vimqa_train_002056	vimqa_ctx_5e81c739ae38e974	1
vimqa_train_002057	vimqa_ctx_18b49f1fdde7bb8c	1
vimqa_train_002058	vimqa_ctx_212fd952892f3b2f	1
vimqa_train_002059	vimqa_ctx_e11a29074ccd7e71	1
vimqa_train_002060	vimqa_ctx_8635da098ab40a96	1
vimqa_train_002061	vimqa_ctx_3fc88390b5d47e39	1
vimqa_train_002062	vimqa_ctx_98ecaeab6e76b122	1
vimqa_train_002063	vimqa_ctx_bed7524949a16812	1
vimqa_train_002064	vimqa_ctx_3027c49403debd6c	1
vimqa_train_002065	vimqa_ctx_393a523d56a7b060	1
vimqa_train_002066	vimqa_ctx_fb33cb77d7fd26d5	1
vimqa_train_002067	vimqa_ctx_8ab7f6bf089122e4	1
vimqa_train_002068	vimqa_ctx_930801d72b5e319b	1
vimqa_train_002069	vimqa_ctx_6fcd3642e6509ef3	1
vimqa_train_002070	vimqa_ctx_0ffbb4c094ebc250	1
vimqa_train_002071	vimqa_ctx_0697af1065c2db85	1
vimqa_train_002072	vimqa_ctx_8a0e446bb24392f2	1
vimqa_train_002073	vimqa_ctx_98ee9af5c04f9dd0	1
vimqa_train_002074	vimqa_ctx_da3849f0d60ceae1	1
vimqa_train_002075	vimqa_ctx_0204aae38c163ef4	1
vimqa_train_002076	vimqa_ctx_31755d500104b6c5	1
vimqa_train_002077	vimqa_ctx_33e930bcfe787379	1
vimqa_train_002078	vimqa_ctx_0fe7ea9cbb6b1144	1
vimqa_train_002079	vimqa_ctx_8292a05d555a30e5	1
vimqa_train_002080	vimqa_ctx_6f8b776b40caf436	1
vimqa_train_002081	vimqa_ctx_85b81b2e85280656	1
vimqa_train_002082	vimqa_ctx_8ab7f6bf089122e4	1
vimqa_train_002083	vimqa_ctx_459fde16b2060eea	1
vimqa_train_002084	vimqa_ctx_39c55415b85b0e45	1
vimqa_train_002085	vimqa_ctx_39f5f8b39908e463	1
vimqa_train_002086	vimqa_ctx_92172d0df7896170	1
vimqa_train_002087	vimqa_ctx_9c75f5dd4143ba73	1
vimqa_train_002088	vimqa_ctx_5b33186769a24127	1
vimqa_train_002089	vimqa_ctx_b189cf84d0728b57	1
vimqa_train_002090	vimqa_ctx_9bc41ed1ea3597bf	1
vimqa_train_002091	vimqa_ctx_941f28b2fa3057b1	1
vimqa_train_002092	vimqa_ctx_f91aa2b4144be64d	1
vimqa_train_002093	vimqa_ctx_8c251ada6af7bbf5	1
vimqa_train_002094	vimqa_ctx_19ec1fd6cd07e350	1
vimqa_train_002095	vimqa_ctx_5c79962aa661290f	1
vimqa_train_002096	vimqa_ctx_876b6614621ed319	1
vimqa_train_002097	vimqa_ctx_54e7a97dc450ce16	1
vimqa_train_002098	vimqa_ctx_a4b514b6f5d3e2a3	1
vimqa_train_002099	vimqa_ctx_06e1e971fd746d6f	1
vimqa_train_002100	vimqa_ctx_07a525e44d1e9442	1
vimqa_train_002101	vimqa_ctx_6d37151647187adc	1
vimqa_train_002102	vimqa_ctx_c85ecce8b3a5bc9d	1
vimqa_train_002103	vimqa_ctx_2ed9e16e400a37a8	1
vimqa_train_002104	vimqa_ctx_c6e9294055773f15	1
vimqa_train_002105	vimqa_ctx_3f1bbf67ca183a97	1
vimqa_train_002106	vimqa_ctx_c09e9f73845c1940	1
vimqa_train_002107	vimqa_ctx_8fa050c7d691f2d8	1
vimqa_train_002108	vimqa_ctx_0fe7ea9cbb6b1144	1
vimqa_train_002109	vimqa_ctx_068a6761d192f610	1
vimqa_train_002110	vimqa_ctx_c1ee00fc5218a91a	1
vimqa_train_002111	vimqa_ctx_566f59a4c5f3f930	1
vimqa_train_002112	vimqa_ctx_7a4df76c0be00975	1
vimqa_train_002113	vimqa_ctx_362fec95cbfd44e2	1
vimqa_train_002114	vimqa_ctx_9d86da74c8143ce0	1
vimqa_train_002115	vimqa_ctx_c09e9f73845c1940	1
vimqa_train_002116	vimqa_ctx_53003eecbd0e3ba7	1
vimqa_train_002117	vimqa_ctx_9c3da8c8ec409693	1
vimqa_train_002118	vimqa_ctx_4620207858f835f6	1
vimqa_train_002119	vimqa_ctx_9e9f8315ec757b0a	1
vimqa_train_002120	vimqa_ctx_399605f24423f247	1
vimqa_train_002121	vimqa_ctx_367e5b1bffbccfb8	1
vimqa_train_002122	vimqa_ctx_68e1dd46ad1b76c9	1
vimqa_train_002123	vimqa_ctx_754c45fc9c792650	1
vimqa_train_002124	vimqa_ctx_bbc23ba26be89c09	1
vimqa_train_002125	vimqa_ctx_b8cc4bf816333c80	1
vimqa_train_002126	vimqa_ctx_62c5211be888edfa	1
vimqa_train_002127	vimqa_ctx_61961e17c83e627d	1
vimqa_train_002128	vimqa_ctx_c192ef7a94ff54cf	1
vimqa_train_002129	vimqa_ctx_b167e887b34ba40c	1
vimqa_train_002130	vimqa_ctx_c7d791bdd5755f03	1
vimqa_train_002131	vimqa_ctx_13be7e47c0faf3e3	1
vimqa_train_002132	vimqa_ctx_7bb3a0393880ea00	1
vimqa_train_002133	vimqa_ctx_c6f86511a48dfc23	1
vimqa_train_002134	vimqa_ctx_12dedf7ae0e7e7d3	1
vimqa_train_002135	vimqa_ctx_de3f2bf42f62e157	1
vimqa_train_002136	vimqa_ctx_9c6dcec8ddcbf231	1
vimqa_train_002137	vimqa_ctx_d5114eea14607efa	1
vimqa_train_002138	vimqa_ctx_8a0e446bb24392f2	1
vimqa_train_002139	vimqa_ctx_ac7fa4107358f3f2	1
vimqa_train_002140	vimqa_ctx_2c14437441e40485	1
vimqa_train_002141	vimqa_ctx_6081133e687c1ff4	1
vimqa_train_002142	vimqa_ctx_44c6e5195322b6d5	1
vimqa_train_002143	vimqa_ctx_c3d402dfc6a1f2b8	1
vimqa_train_002144	vimqa_ctx_e7d5d6aeaa228148	1
vimqa_train_002145	vimqa_ctx_847288caadae9553	1
vimqa_train_002146	vimqa_ctx_0c3206429bf0c6c7	1
vimqa_train_002147	vimqa_ctx_e87297261a9b8100	1
vimqa_train_002148	vimqa_ctx_8760854689752153	1
vimqa_train_002149	vimqa_ctx_9050482b62995f6f	1
vimqa_train_002150	vimqa_ctx_163982c889556d2d	1
vimqa_train_002151	vimqa_ctx_ea5c9da752f46730	1
vimqa_train_002152	vimqa_ctx_56005ae161eac1e9	1
vimqa_train_002153	vimqa_ctx_720b2dc4f651889e	1
vimqa_train_002154	vimqa_ctx_c005d08e53595ea2	1
vimqa_train_002155	vimqa_ctx_3f9795942bf291a1	1
vimqa_train_002156	vimqa_ctx_b9ea834ad175bd61	1
vimqa_train_002157	vimqa_ctx_8d0f2a4404d882c5	1
vimqa_train_002158	vimqa_ctx_641296d737858fd2	1
vimqa_train_002159	vimqa_ctx_12c35e0056fbe94a	1
vimqa_train_002160	vimqa_ctx_bc888e5e779690f7	1
vimqa_train_002161	vimqa_ctx_7edfee39dac79e85	1
vimqa_train_002162	vimqa_ctx_395a1d28a3fa5a77	1
vimqa_train_002163	vimqa_ctx_0fdbcc55f2bd0990	1
vimqa_train_002164	vimqa_ctx_f83916424fee3f5c	1
vimqa_train_002165	vimqa_ctx_9880da17384a038e	1
vimqa_train_002166	vimqa_ctx_6fcbc9776822b1d7	1
vimqa_train_002167	vimqa_ctx_ac7fa4107358f3f2	1
vimqa_train_002168	vimqa_ctx_56c35bbabad5f909	1
vimqa_train_002169	vimqa_ctx_9723964ea64a26c8	1
vimqa_train_002170	vimqa_ctx_0f7dd185859383e4	1
vimqa_train_002171	vimqa_ctx_a9b3f5d23309de15	1
vimqa_train_002172	vimqa_ctx_61ed5bae221b4e7f	1
vimqa_train_002173	vimqa_ctx_8948ccfce6983a28	1
vimqa_train_002174	vimqa_ctx_e5433a7beae3399b	1
vimqa_train_002175	vimqa_ctx_7f1a79e943e73d3b	1
vimqa_train_002176	vimqa_ctx_8d34c08ada8d0e45	1
vimqa_train_002177	vimqa_ctx_da3849f0d60ceae1	1
vimqa_train_002178	vimqa_ctx_15a3eb16b22d524d	1
vimqa_train_002179	vimqa_ctx_566f59a4c5f3f930	1
vimqa_train_002180	vimqa_ctx_463d03708ed148a1	1
vimqa_train_002181	vimqa_ctx_34d8f75686c02d2b	1
vimqa_train_002182	vimqa_ctx_683bc3a82698e4d2	1
vimqa_train_002183	vimqa_ctx_9d564e7c3aeeccb5	1
vimqa_train_002184	vimqa_ctx_ab15b31bd81faa77	1
vimqa_train_002185	vimqa_ctx_718886af738da575	1
vimqa_train_002186	vimqa_ctx_ff7ecc57df7e5240	1
vimqa_train_002187	vimqa_ctx_6f7225b2298a876b	1
vimqa_train_002188	vimqa_ctx_ba8f045cc1e51938	1
vimqa_train_002189	vimqa_ctx_3adc692a16e3035b	1
vimqa_train_002190	vimqa_ctx_9050482b62995f6f	1
vimqa_train_002191	vimqa_ctx_5b14d286cd7e86fd	1
vimqa_train_002192	vimqa_ctx_a332114ab8c586fe	1
vimqa_train_002193	vimqa_ctx_a1c9cd1f5410c319	1
vimqa_train_002194	vimqa_ctx_3bb3f916ffe5046c	1
vimqa_train_002195	vimqa_ctx_fe2a9ec5cb2972d9	1
vimqa_train_002196	vimqa_ctx_2a114a74cebeee43	1
vimqa_train_002197	vimqa_ctx_db6c7664edf2830b	1
vimqa_train_002198	vimqa_ctx_b9eaee709f5e7405	1
vimqa_train_002199	vimqa_ctx_572a4de1334f8385	1
vimqa_train_002200	vimqa_ctx_2c14437441e40485	1
vimqa_train_002201	vimqa_ctx_223cbf4364f7b9cd	1
vimqa_train_002202	vimqa_ctx_3f7c1b95dece3874	1
vimqa_train_002203	vimqa_ctx_0fac0436c849b0e0	1
vimqa_train_002204	vimqa_ctx_a5bbad4e6df5e614	1
vimqa_train_002205	vimqa_ctx_62cdeb711aea501c	1
vimqa_train_002206	vimqa_ctx_27edc8cb77d07c9e	1
vimqa_train_002207	vimqa_ctx_8ff0a7ab9ac3322a	1
vimqa_train_002208	vimqa_ctx_9ee5e5274131cd15	1
vimqa_train_002209	vimqa_ctx_a5423c3ff21f2af2	1
vimqa_train_002210	vimqa_ctx_a4f1392a86f6be16	1
vimqa_train_002211	vimqa_ctx_6101a30a0503b9bb	1
vimqa_train_002212	vimqa_ctx_068a6761d192f610	1
vimqa_train_002213	vimqa_ctx_be58d6e059a0c231	1
vimqa_train_002214	vimqa_ctx_12dedf7ae0e7e7d3	1
vimqa_train_002215	vimqa_ctx_fb8c1ef5ee0f4669	1
vimqa_train_002216	vimqa_ctx_b10810deaef351ce	1
vimqa_train_002217	vimqa_ctx_683bc3a82698e4d2	1
vimqa_train_002218	vimqa_ctx_1407547083273f6b	1
vimqa_train_002219	vimqa_ctx_6b81093c47d2bd5f	1
vimqa_train_002220	vimqa_ctx_8988ba22551db51b	1
vimqa_train_002221	vimqa_ctx_06be6bcdb97fbde0	1
vimqa_train_002222	vimqa_ctx_ec5da8f255243f3a	1
vimqa_train_002223	vimqa_ctx_80dedc89f3957a59	1
vimqa_train_002224	vimqa_ctx_51330f50015a17b1	1
vimqa_train_002225	vimqa_ctx_590f7e0d9def9624	1
vimqa_train_002226	vimqa_ctx_27910f19ad7129b9	1
vimqa_train_002227	vimqa_ctx_20a1436a25f20f30	1
vimqa_train_002228	vimqa_ctx_1701bb7a72517e2d	1
vimqa_train_002229	vimqa_ctx_c4b7369c3973ea50	1
vimqa_train_002230	vimqa_ctx_26e9dc109b08f46c	1
vimqa_train_002231	vimqa_ctx_37640d2e61c16b2c	1
vimqa_train_002232	vimqa_ctx_14465ca703293543	1
vimqa_train_002233	vimqa_ctx_322979657f9d0ec0	1
vimqa_train_002234	vimqa_ctx_10a36e2e8a8afccc	1
vimqa_train_002235	vimqa_ctx_3e118a0eab8b77b3	1
vimqa_train_002236	vimqa_ctx_a179e51a341ae0a1	1
vimqa_train_002237	vimqa_ctx_7ac44734395ccea4	1
vimqa_train_002238	vimqa_ctx_140c60f791fedcd2	1
vimqa_train_002239	vimqa_ctx_85c9a29fbba1326e	1
vimqa_train_002240	vimqa_ctx_b7f402efa6cb922b	1
vimqa_train_002241	vimqa_ctx_e1395cebb1cddee8	1
vimqa_train_002242	vimqa_ctx_f4f4558bee283cc0	1
vimqa_train_002243	vimqa_ctx_2392cd5ef7f308d0	1
vimqa_train_002244	vimqa_ctx_90eb7ee47fea340f	1
vimqa_train_002245	vimqa_ctx_36da6a86277e1c1f	1
vimqa_train_002246	vimqa_ctx_cc9b71b4c060a300	1
vimqa_train_002247	vimqa_ctx_b3e94949fee45351	1
vimqa_train_002248	vimqa_ctx_d81db91a36498e4b	1
vimqa_train_002249	vimqa_ctx_7c84b752c406fd97	1
vimqa_train_002250	vimqa_ctx_e1b25ac1c56c5ef7	1
vimqa_train_002251	vimqa_ctx_a29ac62fb015a1a7	1
vimqa_train_002252	vimqa_ctx_e0c652d36a2c214f	1
vimqa_train_002253	vimqa_ctx_48ad1123c1c48c8e	1
vimqa_train_002254	vimqa_ctx_184a89d6971b7ad0	1
vimqa_train_002255	vimqa_ctx_b08ed09ec28dc353	1
vimqa_train_002256	vimqa_ctx_35e5541c060f78ac	1
vimqa_train_002257	vimqa_ctx_5956544bc532de97	1
vimqa_train_002258	vimqa_ctx_715b095dda6f6593	1
vimqa_train_002259	vimqa_ctx_a1420feb1f23fe4d	1
vimqa_train_002260	vimqa_ctx_7c6febbc0c179047	1
vimqa_train_002261	vimqa_ctx_c3ce97a4c7ffd03d	1
vimqa_train_002262	vimqa_ctx_d008989e05995938	1
vimqa_train_002263	vimqa_ctx_5daf557c74e76586	1
vimqa_train_002264	vimqa_ctx_23f986c620afb7ba	1
vimqa_train_002265	vimqa_ctx_af4485e8317838f5	1
vimqa_train_002266	vimqa_ctx_1afb5a0495bc149c	1
vimqa_train_002267	vimqa_ctx_2e736fd9d674d7e8	1
vimqa_train_002268	vimqa_ctx_ba5594bf838f8399	1
vimqa_train_002269	vimqa_ctx_ec5da8f255243f3a	1
vimqa_train_002270	vimqa_ctx_bf2b9c81607a3d22	1
vimqa_train_002271	vimqa_ctx_99ddf292e885969c	1
vimqa_train_002272	vimqa_ctx_9ee9a17954c4305c	1
vimqa_train_002273	vimqa_ctx_453c1cd2c830602f	1
vimqa_train_002274	vimqa_ctx_065d02a773a35ac5	1
vimqa_train_002275	vimqa_ctx_21a228fbfdf6c4bb	1
vimqa_train_002276	vimqa_ctx_28bb0eba86f4ca9d	1
vimqa_train_002277	vimqa_ctx_b8499c2dda52929a	1
vimqa_train_002278	vimqa_ctx_fa38c4f54253b184	1
vimqa_train_002279	vimqa_ctx_957123f15e6742b3	1
vimqa_train_002280	vimqa_ctx_c460f4bd1838c582	1
vimqa_train_002281	vimqa_ctx_2ac501f9c67e7e2e	1
vimqa_train_002282	vimqa_ctx_f3c7584a027cee23	1
vimqa_train_002283	vimqa_ctx_dcf7eaf8160b4aeb	1
vimqa_train_002284	vimqa_ctx_322979657f9d0ec0	1
vimqa_train_002285	vimqa_ctx_569ee49e5b05da66	1
vimqa_train_002286	vimqa_ctx_d4fa6931897c6427	1
vimqa_train_002287	vimqa_ctx_3212beeb5d608c2f	1
vimqa_train_002288	vimqa_ctx_a00115f74e699221	1
vimqa_train_002289	vimqa_ctx_b189cf84d0728b57	1
vimqa_train_002290	vimqa_ctx_b4aba4907469438a	1
vimqa_train_002291	vimqa_ctx_c0882920242418ad	1
vimqa_train_002292	vimqa_ctx_c92dc0583182d485	1
vimqa_train_002293	vimqa_ctx_1d8cc6cc1a2fc7a3	1
vimqa_train_002294	vimqa_ctx_1a2d2c65cf6f0b6a	1
vimqa_train_002295	vimqa_ctx_512bdf659f9f68ac	1
vimqa_train_002296	vimqa_ctx_dcf7eaf8160b4aeb	1
vimqa_train_002297	vimqa_ctx_e5b3ea7e162f947e	1
vimqa_train_002298	vimqa_ctx_3feef18879047ddb	1
vimqa_train_002299	vimqa_ctx_d81db91a36498e4b	1
vimqa_train_002300	vimqa_ctx_d5231f59113f7b68	1
vimqa_train_002301	vimqa_ctx_5ae270759e7c0402	1
vimqa_train_002302	vimqa_ctx_4bb94d52e1b3936e	1
vimqa_train_002303	vimqa_ctx_09d83377027aaa8f	1
vimqa_train_002304	vimqa_ctx_7a4b745697360888	1
vimqa_train_002305	vimqa_ctx_3256359a22dbee6f	1
vimqa_train_002306	vimqa_ctx_0dc17de8f847a832	1
vimqa_train_002307	vimqa_ctx_c466b6870a94137f	1
vimqa_train_002308	vimqa_ctx_6f91fee57d77e895	1
vimqa_train_002309	vimqa_ctx_d3eedb6df68eede8	1
vimqa_train_002310	vimqa_ctx_09e96067238aa98f	1
vimqa_train_002311	vimqa_ctx_21015c375b335994	1
vimqa_train_002312	vimqa_ctx_2ebea113f13bf702	1
vimqa_train_002313	vimqa_ctx_7153d0fa0fd32e9e	1
vimqa_train_002314	vimqa_ctx_921db8517da150a3	1
vimqa_train_002315	vimqa_ctx_ea010aea65ae7d2f	1
vimqa_train_002316	vimqa_ctx_cdaa92e3c0ba5a7b	1
vimqa_train_002317	vimqa_ctx_c6f900d72e80c874	1
vimqa_train_002318	vimqa_ctx_286e1aa736321c16	1
vimqa_train_002319	vimqa_ctx_f7d4f594703d7dd6	1
vimqa_train_002320	vimqa_ctx_e37d224be62f2ab0	1
vimqa_train_002321	vimqa_ctx_efb4ea18051c2533	1
vimqa_train_002322	vimqa_ctx_81caadcafdd18388	1
vimqa_train_002323	vimqa_ctx_c71dd079fab14165	1
vimqa_train_002324	vimqa_ctx_bed4e6ebbb473c8a	1
vimqa_train_002325	vimqa_ctx_be58d6e059a0c231	1
vimqa_train_002326	vimqa_ctx_7b9d6f8e783ea0ef	1
vimqa_train_002327	vimqa_ctx_b81bcba57af48665	1
vimqa_train_002328	vimqa_ctx_910d2cb9d5e143fb	1
vimqa_train_002329	vimqa_ctx_56c35bbabad5f909	1
vimqa_train_002330	vimqa_ctx_b9ede99c52bb08a5	1
vimqa_train_002331	vimqa_ctx_05879053b5778c3c	1
vimqa_train_002332	vimqa_ctx_60b758096fb3f647	1
vimqa_train_002333	vimqa_ctx_f723bc8ce1dad42a	1
vimqa_train_002334	vimqa_ctx_9d284d28a8280219	1
vimqa_train_002335	vimqa_ctx_60d1e9ef5aadad9e	1
vimqa_train_002336	vimqa_ctx_717172f0e797c189	1
vimqa_train_002337	vimqa_ctx_bce1654b19f2e136	1
vimqa_train_002338	vimqa_ctx_31c3c4bbb696673d	1
vimqa_train_002339	vimqa_ctx_4b24f100d46d78aa	1
vimqa_train_002340	vimqa_ctx_d17571cd47ab520f	1
vimqa_train_002341	vimqa_ctx_b2363a1365954e23	1
vimqa_train_002342	vimqa_ctx_8a6e4d523ef6dd5d	1
vimqa_train_002343	vimqa_ctx_055b85e50f8fae95	1
vimqa_train_002344	vimqa_ctx_0316c3ad966db15b	1
vimqa_train_002345	vimqa_ctx_372e39ecea53a502	1
vimqa_train_002346	vimqa_ctx_2d534c0849b85ac3	1
vimqa_train_002347	vimqa_ctx_caa4e5e065124507	1
vimqa_train_002348	vimqa_ctx_8ff0a7ab9ac3322a	1
vimqa_train_002349	vimqa_ctx_8cb07aa7e69fd057	1
vimqa_train_002350	vimqa_ctx_53003eecbd0e3ba7	1
vimqa_train_002351	vimqa_ctx_3c4a44733d4bee11	1
vimqa_train_002352	vimqa_ctx_372e39ecea53a502	1
vimqa_train_002353	vimqa_ctx_8d143a5f0a3b00dc	1
vimqa_train_002354	vimqa_ctx_50275b59fc29c007	1
vimqa_train_002355	vimqa_ctx_2868db59f50c7b57	1
vimqa_train_002356	vimqa_ctx_ab2b056837f1275d	1
vimqa_train_002357	vimqa_ctx_ce349b62d88395eb	1
vimqa_train_002358	vimqa_ctx_f85d16a57cc0635d	1
vimqa_train_002359	vimqa_ctx_b2951917a4016460	1
vimqa_train_002360	vimqa_ctx_a110b79c3d347377	1
vimqa_train_002361	vimqa_ctx_b679d880584a8fa3	1
vimqa_train_002362	vimqa_ctx_c8be72659a4ba069	1
vimqa_train_002363	vimqa_ctx_7565fd21a0cf8d6a	1
vimqa_train_002364	vimqa_ctx_16536c0170649bc4	1
vimqa_train_002365	vimqa_ctx_115e408f0768d1e0	1
vimqa_train_002366	vimqa_ctx_4c30f615daad34e8	1
vimqa_train_002367	vimqa_ctx_237e8de719f9c9af	1
vimqa_train_002368	vimqa_ctx_61fca084b2b3dd6d	1
vimqa_train_002369	vimqa_ctx_26c3c1b664d1f024	1
vimqa_train_002370	vimqa_ctx_1fa40060b993f5bc	1
vimqa_train_002371	vimqa_ctx_a027d223031bc26c	1
vimqa_train_002372	vimqa_ctx_a1a417e61ff215b5	1
vimqa_train_002373	vimqa_ctx_85120480799b0818	1
vimqa_train_002374	vimqa_ctx_a52ae8dffb5c33cf	1
vimqa_train_002375	vimqa_ctx_906f0fb72f64912f	1
vimqa_train_002376	vimqa_ctx_d270822df5fc9e2a	1
vimqa_train_002377	vimqa_ctx_17e421b5f017a93d	1
vimqa_train_002378	vimqa_ctx_71fa1e0b6c4d9b50	1
vimqa_train_002379	vimqa_ctx_6c5cc56c048ec1fe	1
vimqa_train_002380	vimqa_ctx_660c0b3e2e4c57d7	1
vimqa_train_002381	vimqa_ctx_e67f46d8277be41d	1
vimqa_train_002382	vimqa_ctx_371095f5e802360d	1
vimqa_train_002383	vimqa_ctx_28e2721807d2d27b	1
vimqa_train_002384	vimqa_ctx_308bb5b3a30903d7	1
vimqa_train_002385	vimqa_ctx_e7ac9fa9fce4af7c	1
vimqa_train_002386	vimqa_ctx_4310b5112e8476bc	1
vimqa_train_002387	vimqa_ctx_3308291e64489221	1
vimqa_train_002388	vimqa_ctx_d3c351625c33bb9a	1
vimqa_train_002389	vimqa_ctx_5237e8a096768150	1
vimqa_train_002390	vimqa_ctx_82ad1135f9f0fcaf	1
vimqa_train_002391	vimqa_ctx_e0e3283f181e634f	1
vimqa_train_002392	vimqa_ctx_c7487e20f0af5140	1
vimqa_train_002393	vimqa_ctx_970d0bf656c5c18f	1
vimqa_train_002394	vimqa_ctx_611e2d9a0b01c8e9	1
vimqa_train_002395	vimqa_ctx_938768bb5acf9903	1
vimqa_train_002396	vimqa_ctx_fc0913302010075d	1
vimqa_train_002397	vimqa_ctx_a1e693404b60ebe2	1
vimqa_train_002398	vimqa_ctx_9927ac06761dcbdc	1
vimqa_train_002399	vimqa_ctx_c09e9f73845c1940	1
vimqa_train_002400	vimqa_ctx_b1109f7548e6906f	1
vimqa_train_002401	vimqa_ctx_5772fe30c13f1e5b	1
vimqa_train_002402	vimqa_ctx_15922e9dc84881e0	1
vimqa_train_002403	vimqa_ctx_32463cacc25683cd	1
vimqa_train_002404	vimqa_ctx_84b138c4fde040ce	1
vimqa_train_002405	vimqa_ctx_7018faa5e3551fe2	1
vimqa_train_002406	vimqa_ctx_e96cecdb85db061f	1
vimqa_train_002407	vimqa_ctx_084319480fd3462a	1
vimqa_train_002408	vimqa_ctx_34d8f75686c02d2b	1
vimqa_train_002409	vimqa_ctx_bab945910100c945	1
vimqa_train_002410	vimqa_ctx_384a87a7ed3406be	1
vimqa_train_002411	vimqa_ctx_3995fc871a1ec2e5	1
vimqa_train_002412	vimqa_ctx_5525db28258e4360	1
vimqa_train_002413	vimqa_ctx_3bb3f916ffe5046c	1
vimqa_train_002414	vimqa_ctx_f83916424fee3f5c	1
vimqa_train_002415	vimqa_ctx_d3d33c1607cb4fd3	1
vimqa_train_002416	vimqa_ctx_068a6761d192f610	1
vimqa_train_002417	vimqa_ctx_ba5594bf838f8399	1
vimqa_train_002418	vimqa_ctx_6f179e9dcac67f27	1
vimqa_train_002419	vimqa_ctx_73ccd5e042fb5323	1
vimqa_train_002420	vimqa_ctx_bb33bdde47d6ba7c	1
vimqa_train_002421	vimqa_ctx_4f1643aabf681af0	1
vimqa_train_002422	vimqa_ctx_e99a875b78b428ee	1
vimqa_train_002423	vimqa_ctx_6f7225b2298a876b	1
vimqa_train_002424	vimqa_ctx_4937a2d085b39252	1
vimqa_train_002425	vimqa_ctx_24fed18ab269da6f	1
vimqa_train_002426	vimqa_ctx_29aacc07df34a1b3	1
vimqa_train_002427	vimqa_ctx_fd9330c5f5aebb5b	1
vimqa_train_002428	vimqa_ctx_6b5ae2c9ec95213d	1
vimqa_train_002429	vimqa_ctx_7d3d007cf32566a2	1
vimqa_train_002430	vimqa_ctx_36da6a86277e1c1f	1
vimqa_train_002431	vimqa_ctx_278e7660c12aa062	1
vimqa_train_002432	vimqa_ctx_f85d16a57cc0635d	1
vimqa_train_002433	vimqa_ctx_ff89137cde9a2621	1
vimqa_train_002434	vimqa_ctx_49c5f323087cd836	1
vimqa_train_002435	vimqa_ctx_f9c62a2c0f7d7c20	1
vimqa_train_002436	vimqa_ctx_a3d17ae1db1b6e37	1
vimqa_train_002437	vimqa_ctx_13ed6287d8ef9994	1
vimqa_train_002438	vimqa_ctx_6afad6f959323b10	1
vimqa_train_002439	vimqa_ctx_dac4872506f9ca38	1
vimqa_train_002440	vimqa_ctx_f629ec4d2bcb3344	1
vimqa_train_002441	vimqa_ctx_43b6430ea71cffbc	1
vimqa_train_002442	vimqa_ctx_678f993cff147d4b	1
vimqa_train_002443	vimqa_ctx_3dcbfa611750f0f0	1
vimqa_train_002444	vimqa_ctx_8b24a2843533724b	1
vimqa_train_002445	vimqa_ctx_4f89c2ef8ad25a61	1
vimqa_train_002446	vimqa_ctx_78dfd6c01b7a85d8	1
